text,label
Reminder: Your delivery is scheduled at 10:20 AM.,safe
"Hi April, your doctor appointment is at 06:05 PM. See you soon!",safe
Thank you for your payment to Uber.,safe
"Hi Ashley, your doctor appointment is at 04:32 AM. See you soon!",safe
Your account has been locked. Please verify at http://bit.ly/gopGdU,phishing
Your package has been shipped. Track it here: https://tracking.rose.com/track?id=cpcKMu,safe
"Dear customer, temporarily disabled is required to prevent loss of access. Visit http://bit.ly/jyyeWj",phishing
Your order has been shipped. Track it here: https://tracking.jenkins-kemp.com/track?id=sxkFlc,safe
Your PayPal account has been temporarily disabled. Confirm your identity at http://bit.ly/sViwpK,phishing
Your appointment is confirmed for 12:25 AM.,safe
You have been selected to receive a $1000 gift card. Claim here: http://secure-update-info.com,phishing
You have been chosen to receive a free iPhone. Claim here: http://bit.ly/KUNRcd,phishing
Your invoice for delivery is ready. Total: $96.94.,safe
Thank you for your payment to Spotify.,safe
You have been chosen to receive a prize. Claim here: https://verify-account-login.com,phishing
Thank you for your payment to Uber.,safe
Thank you for your payment to Spotify.,safe
Your account has been suspended. Login to continue at http://bit.ly/riBljK,phishing
Your invoice for order is ready. Total: $93.67.,safe
"Dear customer, suspended is required to prevent termination. Visit http://bit.ly/NCJykk",phishing
"Dear customer, suspended is required to prevent loss of access. Visit http://secure-update-info.com",phishing
Your invoice for order is ready. Total: $77.00.,safe
You have been nominated to receive a reward. Claim here: http://secure-update-info.com,phishing
You have been selected to receive a reward. Claim here: https://verify-account-login.com,phishing
Your PayPal account has been flagged. Please verify at https://verify-account-login.com,phishing
"Hi Jessica, your gym session is at 08:37 AM. See you soon!",safe
Thank you for your payment to Uber.,safe
Your order has been shipped. Track it here: https://tracking.clark-benson.biz/track?id=EtJetT,safe
Thank you for your payment to Uber.,safe
Your account has been flagged. Please verify at https://verify-account-login.com,phishing
You have been selected to receive a prize. Claim here: https://verify-account-login.com,phishing
Security Alert: unauthorized login attempt. Act now: http://secure-update-info.com,phishing
Reminder: Your subscription is scheduled at 01:32 PM.,safe
Your invoice for subscription is ready. Total: $23.15.,safe
Thank you for your payment to Netflix.,safe
Your account has been temporarily disabled. Please verify at https://verify-account-login.com,phishing
Security Alert: multiple failed logins. Act now: http://bit.ly/KspNQA,phishing
Thank you for your payment to Uber.,safe
Security Alert: unauthorized login attempt. Act now: https://verify-account-login.com,phishing
"Dear customer, flagged is required to prevent deactivation. Visit http://secure-update-info.com",phishing
"Dear customer, flagged is required to prevent loss of access. Visit http://secure-update-info.com",phishing
"Hi Jason, your doctor appointment is at 12:43 AM. See you soon!",safe
You have been selected to receive a reward. Claim here: http://secure-update-info.com,phishing
Security Alert: unauthorized login attempt. Act now: http://secure-update-info.com,phishing
Thank you for your payment to Amazon.,safe
You have been nominated to receive a prize. Claim here: http://bit.ly/dnyYFB,phishing
Security Alert: unauthorized login attempt. Act now: http://bit.ly/yQHOok,phishing
Reminder: Your subscription is scheduled at 12:01 AM.,safe
You have been nominated to receive a reward. Claim here: http://bit.ly/eDTzsR,phishing
Reminder: Your order is scheduled at 02:00 AM.,safe
"Dear customer, locked is required to prevent loss of access. Visit http://secure-update-info.com",phishing
Your bank account has been temporarily disabled. Please verify at https://verify-account-login.com,phishing
Reminder: Your delivery is scheduled at 07:44 AM.,safe
Your order has been shipped. Track it here: https://tracking.rowland.com/track?id=PpWWrW,safe
Your invoice for appointment is ready. Total: $59.94.,safe
You have been selected to receive a free iPhone. Claim here: http://bit.ly/PuHgYz,phishing
Security Alert: unauthorized login attempt. Act now: https://verify-account-login.com,phishing
Security Alert: unauthorized login attempt. Act now: http://secure-update-info.com,phishing
Your package has been shipped. Track it here: https://tracking.wilson.com/track?id=zZcUeo,safe
Reminder: Your subscription is scheduled at 05:37 PM.,safe
Your account has been locked. Confirm your identity at http://bit.ly/JaurTT,phishing
Your order has been shipped. Track it here: https://tracking.davis-brown.info/track?id=Xezeir,safe
Your appointment is confirmed for 08:28 PM.,safe
Reminder: Your order is scheduled at 05:20 PM.,safe
Thank you for your payment to Amazon.,safe
You have been chosen to receive a prize. Claim here: https://verify-account-login.com,phishing
"Hi Megan, your gym session is at 06:53 AM. See you soon!",safe
You have been chosen to receive a $1000 gift card. Claim here: https://verify-account-login.com,phishing
Thank you for your payment to Amazon.,safe
Your Apple ID has been flagged. Login to continue at http://secure-update-info.com,phishing
Your appointment is confirmed for 04:55 PM.,safe
Your invoice for subscription is ready. Total: $39.14.,safe
Your invoice for order is ready. Total: $51.97.,safe
Your delivery is confirmed for 04:59 AM.,safe
Your invoice for subscription is ready. Total: $69.94.,safe
Thank you for your payment to Spotify.,safe
Thank you for your payment to Netflix.,safe
"Hi Yesenia, your consultation is at 10:04 AM. See you soon!",safe
Your invoice for appointment is ready. Total: $70.73.,safe
Your invoice for order is ready. Total: $62.88.,safe
Your Apple ID has been locked. Please verify at https://verify-account-login.com,phishing
"Dear customer, suspended is required to prevent termination. Visit http://secure-update-info.com",phishing
"Dear customer, flagged is required to prevent termination. Visit http://bit.ly/ZsEbxd",phishing
"Dear customer, suspended is required to prevent termination. Visit http://bit.ly/GRTqce",phishing
Thank you for your payment to Netflix.,safe
"Hi Michael, your consultation is at 08:12 PM. See you soon!",safe
You have been chosen to receive a free iPhone. Claim here: http://secure-update-info.com,phishing
Your invoice for order is ready. Total: $64.12.,safe
"Dear customer, temporarily disabled is required to prevent termination. Visit http://secure-update-info.com",phishing
You have been nominated to receive a free iPhone. Claim here: http://bit.ly/WIifxI,phishing
Security Alert: unauthorized login attempt. Act now: http://bit.ly/TTuPgC,phishing
Your invoice for delivery is ready. Total: $27.34.,safe
"Hi Taylor, your gym session is at 11:21 PM. See you soon!",safe
Your PayPal account has been locked. Login to continue at http://secure-update-info.com,phishing
Your subscription is confirmed for 07:49 AM.,safe
Your Apple ID has been flagged. Please verify at http://bit.ly/GwrPaT,phishing
"Dear customer, flagged is required to prevent loss of access. Visit http://bit.ly/ygqfAt",phishing
Your invoice for subscription is ready. Total: $91.76.,safe
Security Alert: unauthorized login attempt. Act now: https://verify-account-login.com,phishing
Your appointment is confirmed for 04:02 AM.,safe
Thank you for your payment to Amazon.,safe
Reminder: Your subscription is scheduled at 04:23 PM.,safe
Security Alert: multiple failed logins. Act now: http://secure-update-info.com,phishing
Your appointment is confirmed for 04:12 AM.,safe
Your appointment is confirmed for 09:21 PM.,safe
Thank you for your payment to Spotify.,safe
Security Alert: multiple failed logins. Act now: http://bit.ly/IxpVaJ,phishing
"Dear customer, locked is required to prevent termination. Visit http://secure-update-info.com",phishing
"Dear customer, flagged is required to prevent loss of access. Visit http://bit.ly/RPMFBx",phishing
Thank you for your payment to Netflix.,safe
Your Apple ID has been suspended. Login to continue at http://secure-update-info.com,phishing
You have been nominated to receive a prize. Claim here: http://bit.ly/XBAsGf,phishing
You have been selected to receive a free iPhone. Claim here: https://verify-account-login.com,phishing
Security Alert: multiple failed logins. Act now: http://secure-update-info.com,phishing
"Hi Susan, your gym session is at 04:16 PM. See you soon!",safe
"Dear customer, suspended is required to prevent loss of access. Visit http://secure-update-info.com",phishing
Your Apple ID has been temporarily disabled. Login to continue at http://bit.ly/YwsIfg,phishing
Your delivery has been shipped. Track it here: https://tracking.owen.com/track?id=jkrLsM,safe
You have been chosen to receive a free iPhone. Claim here: https://verify-account-login.com,phishing
Your bank account has been temporarily disabled. Please verify at https://verify-account-login.com,phishing
Your invoice for appointment is ready. Total: $70.42.,safe
You have been selected to receive a reward. Claim here: http://bit.ly/LcFjPJ,phishing
Security Alert: unusual activity detected. Act now: http://secure-update-info.com,phishing
Your package has been shipped. Track it here: https://tracking.durham-taylor.org/track?id=midmCA,safe
Your delivery has been shipped. Track it here: https://tracking.douglas.com/track?id=LCqvlc,safe
You have been selected to receive a reward. Claim here: http://secure-update-info.com,phishing
Reminder: Your appointment is scheduled at 12:03 PM.,safe
Your delivery has been shipped. Track it here: https://tracking.smith-brown.com/track?id=wiNwYU,safe
"Dear customer, locked is required to prevent termination. Visit http://bit.ly/rlrrIF",phishing
Reminder: Your delivery is scheduled at 08:07 AM.,safe
Your Apple ID has been flagged. Login to continue at https://verify-account-login.com,phishing
Reminder: Your delivery is scheduled at 06:38 PM.,safe
"Dear customer, locked is required to prevent deactivation. Visit https://verify-account-login.com",phishing
Thank you for your payment to Spotify.,safe
Security Alert: unauthorized login attempt. Act now: https://verify-account-login.com,phishing
Your invoice for appointment is ready. Total: $54.41.,safe
"Hi Samuel, your consultation is at 06:04 AM. See you soon!",safe
You have been selected to receive a prize. Claim here: http://secure-update-info.com,phishing
Your package has been shipped. Track it here: https://tracking.ramos.org/track?id=CfidwL,safe
Your invoice for delivery is ready. Total: $39.64.,safe
Your order has been shipped. Track it here: https://tracking.reyes.org/track?id=iTEjoo,safe
Your bank account has been suspended. Login to continue at http://bit.ly/rODjIi,phishing
Your invoice for appointment is ready. Total: $50.28.,safe
Your subscription is confirmed for 06:45 PM.,safe
You have been nominated to receive a prize. Claim here: http://bit.ly/mNnqlj,phishing
You have been selected to receive a free iPhone. Claim here: http://bit.ly/KIdsNR,phishing
Your appointment is confirmed for 06:51 PM.,safe
You have been selected to receive a prize. Claim here: http://secure-update-info.com,phishing
Your invoice for order is ready. Total: $72.09.,safe
"Dear customer, suspended is required to prevent loss of access. Visit https://verify-account-login.com",phishing
Your bank account has been temporarily disabled. Confirm your identity at https://verify-account-login.com,phishing
You have been selected to receive a free iPhone. Claim here: http://bit.ly/lHYFjq,phishing
Your package has been shipped. Track it here: https://tracking.wright.com/track?id=iqsXkw,safe
Your account has been locked. Login to continue at https://verify-account-login.com,phishing
You have been chosen to receive a free iPhone. Claim here: http://secure-update-info.com,phishing
Your package has been shipped. Track it here: https://tracking.henry-long.com/track?id=yDiSOH,safe
"Hi Edward, your consultation is at 06:00 PM. See you soon!",safe
Your invoice for delivery is ready. Total: $16.25.,safe
Your account has been flagged. Confirm your identity at http://bit.ly/bokQqw,phishing
Your invoice for appointment is ready. Total: $11.00.,safe
"Dear customer, locked is required to prevent termination. Visit https://verify-account-login.com",phishing
Your Apple ID has been suspended. Confirm your identity at http://secure-update-info.com,phishing
Your order is confirmed for 09:30 PM.,safe
Security Alert: multiple failed logins. Act now: http://bit.ly/CazbEx,phishing
"Dear customer, temporarily disabled is required to prevent termination. Visit https://verify-account-login.com",phishing
Thank you for your payment to Spotify.,safe
"Hi Mary, your consultation is at 08:23 PM. See you soon!",safe
Thank you for your payment to Uber.,safe
Thank you for your payment to Spotify.,safe
Thank you for your payment to Uber.,safe
Your appointment is confirmed for 05:40 AM.,safe
"Hi William, your consultation is at 01:17 AM. See you soon!",safe
"Dear customer, temporarily disabled is required to prevent deactivation. Visit http://bit.ly/BcbuTj",phishing
Security Alert: multiple failed logins. Act now: http://secure-update-info.com,phishing
Your appointment is confirmed for 04:30 AM.,safe
Your account has been temporarily disabled. Please verify at http://bit.ly/aiLNiI,phishing
Security Alert: unusual activity detected. Act now: https://verify-account-login.com,phishing
You have been chosen to receive a free iPhone. Claim here: https://verify-account-login.com,phishing
Your PayPal account has been flagged. Login to continue at http://bit.ly/PxkqCY,phishing
Your PayPal account has been temporarily disabled. Confirm your identity at http://bit.ly/mWiYCx,phishing
You have been selected to receive a free iPhone. Claim here: http://bit.ly/pAoIxR,phishing
Security Alert: multiple failed logins. Act now: http://bit.ly/oNeWyA,phishing
Your order is confirmed for 06:20 PM.,safe
Your PayPal account has been temporarily disabled. Login to continue at http://secure-update-info.com,phishing
"Hi Brent, your gym session is at 10:21 PM. See you soon!",safe
Your invoice for order is ready. Total: $23.15.,safe
"Hi Ashley, your consultation is at 05:33 AM. See you soon!",safe
You have been selected to receive a prize. Claim here: http://secure-update-info.com,phishing
"Dear customer, locked is required to prevent deactivation. Visit http://bit.ly/duVXbN",phishing
Your invoice for delivery is ready. Total: $86.83.,safe
You have been chosen to receive a $1000 gift card. Claim here: https://verify-account-login.com,phishing
Your Apple ID has been temporarily disabled. Confirm your identity at http://bit.ly/hCiZah,phishing
You have been selected to receive a free iPhone. Claim here: https://verify-account-login.com,phishing
Security Alert: multiple failed logins. Act now: https://verify-account-login.com,phishing
Security Alert: multiple failed logins. Act now: http://bit.ly/HPBzSh,phishing
Your account has been temporarily disabled. Please verify at http://bit.ly/xyOcjH,phishing
Reminder: Your delivery is scheduled at 04:54 PM.,safe
Reminder: Your delivery is scheduled at 09:11 AM.,safe
"Hi Erica, your doctor appointment is at 04:49 PM. See you soon!",safe
Your invoice for delivery is ready. Total: $81.40.,safe
"Hi April, your consultation is at 09:26 PM. See you soon!",safe
"Dear customer, suspended is required to prevent termination. Visit http://secure-update-info.com",phishing
Your Apple ID has been flagged. Confirm your identity at http://bit.ly/TPKUHI,phishing
Reminder: Your subscription is scheduled at 03:40 AM.,safe
Security Alert: unauthorized login attempt. Act now: http://secure-update-info.com,phishing
Your bank account has been suspended. Login to continue at https://verify-account-login.com,phishing
Security Alert: multiple failed logins. Act now: http://bit.ly/JHlGZp,phishing
Your order is confirmed for 03:55 PM.,safe
Thank you for your payment to Uber.,safe
Your invoice for appointment is ready. Total: $93.44.,safe
Your invoice for delivery is ready. Total: $66.85.,safe
Your PayPal account has been flagged. Please verify at https://verify-account-login.com,phishing
Thank you for your payment to Spotify.,safe
Your account has been flagged. Login to continue at http://bit.ly/BqEixS,phishing
Security Alert: multiple failed logins. Act now: http://bit.ly/dkjQYN,phishing
Your delivery has been shipped. Track it here: https://tracking.martin.com/track?id=ZHWvWk,safe
"Dear customer, flagged is required to prevent termination. Visit https://verify-account-login.com",phishing
"Dear customer, flagged is required to prevent termination. Visit http://secure-update-info.com",phishing
"Hi Joseph, your gym session is at 03:19 AM. See you soon!",safe
Your invoice for order is ready. Total: $98.77.,safe
Security Alert: multiple failed logins. Act now: http://bit.ly/OHtDZZ,phishing
Reminder: Your appointment is scheduled at 09:59 PM.,safe
Security Alert: unusual activity detected. Act now: http://secure-update-info.com,phishing
Your invoice for appointment is ready. Total: $48.77.,safe
Security Alert: unauthorized login attempt. Act now: http://secure-update-info.com,phishing
Your account has been suspended. Please verify at https://verify-account-login.com,phishing
Thank you for your payment to Uber.,safe
"Dear customer, suspended is required to prevent termination. Visit http://secure-update-info.com",phishing
You have been chosen to receive a reward. Claim here: http://bit.ly/LNPicc,phishing
Security Alert: unusual activity detected. Act now: http://bit.ly/JVpQJh,phishing
You have been nominated to receive a prize. Claim here: http://bit.ly/TwAKwm,phishing
"Dear customer, suspended is required to prevent termination. Visit http://secure-update-info.com",phishing
Thank you for your payment to Amazon.,safe
Thank you for your payment to Netflix.,safe
You have been nominated to receive a reward. Claim here: https://verify-account-login.com,phishing
Reminder: Your appointment is scheduled at 07:26 AM.,safe
Your invoice for order is ready. Total: $24.39.,safe
Your delivery is confirmed for 11:30 PM.,safe
Thank you for your payment to Netflix.,safe
Security Alert: unusual activity detected. Act now: http://bit.ly/jeKTWJ,phishing
Your Apple ID has been locked. Please verify at http://secure-update-info.com,phishing
You have been selected to receive a free iPhone. Claim here: https://verify-account-login.com,phishing
Your order has been shipped. Track it here: https://tracking.adams-newman.com/track?id=rPtjaM,safe
"Hi Anita, your consultation is at 06:56 AM. See you soon!",safe
Your invoice for delivery is ready. Total: $23.67.,safe
Your invoice for delivery is ready. Total: $79.56.,safe
Reminder: Your appointment is scheduled at 03:28 PM.,safe
Your invoice for delivery is ready. Total: $86.00.,safe
Reminder: Your appointment is scheduled at 12:07 PM.,safe
Your bank account has been suspended. Please verify at https://verify-account-login.com,phishing
You have been chosen to receive a reward. Claim here: http://secure-update-info.com,phishing
"Hi Nicholas, your consultation is at 09:58 PM. See you soon!",safe
Your order has been shipped. Track it here: https://tracking.ortega.com/track?id=rLaXDg,safe
Your PayPal account has been flagged. Confirm your identity at https://verify-account-login.com,phishing
Your invoice for order is ready. Total: $22.08.,safe
Your bank account has been suspended. Confirm your identity at https://verify-account-login.com,phishing
Your PayPal account has been flagged. Please verify at https://verify-account-login.com,phishing
Your order has been shipped. Track it here: https://tracking.webster-wilson.info/track?id=YycmLm,safe
Your PayPal account has been flagged. Please verify at http://secure-update-info.com,phishing
Reminder: Your appointment is scheduled at 10:39 PM.,safe
Security Alert: unusual activity detected. Act now: https://verify-account-login.com,phishing
Your invoice for order is ready. Total: $97.90.,safe
Security Alert: multiple failed logins. Act now: http://secure-update-info.com,phishing
You have been nominated to receive a free iPhone. Claim here: http://bit.ly/jwvCoc,phishing
Your subscription is confirmed for 10:10 AM.,safe
You have been nominated to receive a reward. Claim here: http://secure-update-info.com,phishing
Your PayPal account has been flagged. Login to continue at http://secure-update-info.com,phishing
You have been chosen to receive a free iPhone. Claim here: https://verify-account-login.com,phishing
Thank you for your payment to Spotify.,safe
Reminder: Your delivery is scheduled at 08:16 PM.,safe
"Hi Angela, your gym session is at 08:55 PM. See you soon!",safe
Security Alert: multiple failed logins. Act now: http://secure-update-info.com,phishing
Reminder: Your order is scheduled at 11:42 AM.,safe
Your account has been temporarily disabled. Confirm your identity at https://verify-account-login.com,phishing
Your invoice for appointment is ready. Total: $12.07.,safe
"Hi Christopher, your doctor appointment is at 06:42 AM. See you soon!",safe
Thank you for your payment to Spotify.,safe
Your Apple ID has been temporarily disabled. Please verify at http://bit.ly/QLbYpG,phishing
You have been nominated to receive a $1000 gift card. Claim here: http://secure-update-info.com,phishing
Your delivery has been shipped. Track it here: https://tracking.weaver.org/track?id=MeRFhU,safe
Security Alert: unauthorized login attempt. Act now: https://verify-account-login.com,phishing
Your invoice for appointment is ready. Total: $95.01.,safe
Reminder: Your order is scheduled at 03:05 AM.,safe
"Dear customer, suspended is required to prevent deactivation. Visit https://verify-account-login.com",phishing
"Dear customer, temporarily disabled is required to prevent deactivation. Visit http://bit.ly/KtoXWv",phishing
You have been nominated to receive a free iPhone. Claim here: http://bit.ly/pkZDTe,phishing
You have been chosen to receive a prize. Claim here: https://verify-account-login.com,phishing
Reminder: Your delivery is scheduled at 10:26 AM.,safe
Your delivery has been shipped. Track it here: https://tracking.walker-golden.com/track?id=LhJEwZ,safe
Your invoice for order is ready. Total: $41.88.,safe
"Hi Bryan, your doctor appointment is at 04:50 PM. See you soon!",safe
Your package has been shipped. Track it here: https://tracking.levine.com/track?id=tFSCaL,safe
You have been selected to receive a free iPhone. Claim here: http://secure-update-info.com,phishing
You have been selected to receive a free iPhone. Claim here: https://verify-account-login.com,phishing
You have been selected to receive a $1000 gift card. Claim here: https://verify-account-login.com,phishing
Security Alert: multiple failed logins. Act now: http://bit.ly/LIFpeD,phishing
You have been nominated to receive a $1000 gift card. Claim here: http://secure-update-info.com,phishing
Your order is confirmed for 11:24 AM.,safe
Security Alert: unusual activity detected. Act now: https://verify-account-login.com,phishing
Your invoice for delivery is ready. Total: $23.01.,safe
Your account has been flagged. Confirm your identity at http://bit.ly/BDYdvp,phishing
Security Alert: multiple failed logins. Act now: https://verify-account-login.com,phishing
Security Alert: unusual activity detected. Act now: https://verify-account-login.com,phishing
Thank you for your payment to Spotify.,safe
Thank you for your payment to Spotify.,safe
Your bank account has been flagged. Confirm your identity at http://bit.ly/cufPiM,phishing
Your delivery is confirmed for 09:21 AM.,safe
Your invoice for delivery is ready. Total: $99.62.,safe
Your Apple ID has been flagged. Confirm your identity at http://bit.ly/fDVtxp,phishing
Security Alert: unusual activity detected. Act now: https://verify-account-login.com,phishing
Your bank account has been suspended. Confirm your identity at https://verify-account-login.com,phishing
Your appointment is confirmed for 07:58 AM.,safe
Thank you for your payment to Uber.,safe
Your order has been shipped. Track it here: https://tracking.marks.com/track?id=qnslus,safe
You have been selected to receive a $1000 gift card. Claim here: https://verify-account-login.com,phishing
Security Alert: multiple failed logins. Act now: https://verify-account-login.com,phishing
Security Alert: unusual activity detected. Act now: https://verify-account-login.com,phishing
Reminder: Your subscription is scheduled at 07:30 AM.,safe
Thank you for your payment to Uber.,safe
Reminder: Your subscription is scheduled at 05:10 PM.,safe
Your account has been locked. Confirm your identity at https://verify-account-login.com,phishing
Thank you for your payment to Netflix.,safe
Security Alert: unusual activity detected. Act now: http://bit.ly/YibhzY,phishing
"Hi Nancy, your gym session is at 10:41 PM. See you soon!",safe
You have been chosen to receive a reward. Claim here: http://bit.ly/QwCceM,phishing
Reminder: Your subscription is scheduled at 12:41 AM.,safe
Thank you for your payment to Amazon.,safe
Security Alert: multiple failed logins. Act now: http://bit.ly/vfpNmb,phishing
You have been selected to receive a free iPhone. Claim here: http://bit.ly/fqbdxA,phishing
Your Apple ID has been temporarily disabled. Confirm your identity at https://verify-account-login.com,phishing
"Dear customer, suspended is required to prevent termination. Visit https://verify-account-login.com",phishing
You have been selected to receive a reward. Claim here: http://secure-update-info.com,phishing
Thank you for your payment to Spotify.,safe
Security Alert: multiple failed logins. Act now: http://secure-update-info.com,phishing
"Hi Fernando, your doctor appointment is at 02:54 PM. See you soon!",safe
Your invoice for order is ready. Total: $33.91.,safe
Security Alert: unauthorized login attempt. Act now: http://secure-update-info.com,phishing
You have been nominated to receive a free iPhone. Claim here: https://verify-account-login.com,phishing
"Dear customer, suspended is required to prevent loss of access. Visit http://secure-update-info.com",phishing
Your order has been shipped. Track it here: https://tracking.dean-webb.biz/track?id=YdihXz,safe
Your delivery is confirmed for 04:42 AM.,safe
Your PayPal account has been suspended. Confirm your identity at http://bit.ly/ZxHRoy,phishing
Your order is confirmed for 06:46 PM.,safe
"Dear customer, flagged is required to prevent loss of access. Visit http://bit.ly/HXUyGd",phishing
Reminder: Your subscription is scheduled at 05:03 PM.,safe
Thank you for your payment to Netflix.,safe
Your delivery is confirmed for 04:50 PM.,safe
Reminder: Your subscription is scheduled at 02:19 PM.,safe
Security Alert: unusual activity detected. Act now: http://bit.ly/JGgiqp,phishing
You have been selected to receive a $1000 gift card. Claim here: http://bit.ly/kYvJmP,phishing
"Dear customer, locked is required to prevent termination. Visit https://verify-account-login.com",phishing
You have been selected to receive a reward. Claim here: https://verify-account-login.com,phishing
You have been selected to receive a $1000 gift card. Claim here: https://verify-account-login.com,phishing
Security Alert: multiple failed logins. Act now: http://secure-update-info.com,phishing
You have been selected to receive a reward. Claim here: http://bit.ly/pIOyYC,phishing
Reminder: Your appointment is scheduled at 07:00 PM.,safe
Security Alert: unusual activity detected. Act now: https://verify-account-login.com,phishing
Your invoice for order is ready. Total: $59.14.,safe
Your package has been shipped. Track it here: https://tracking.washington-smith.biz/track?id=NKVakS,safe
You have been nominated to receive a reward. Claim here: https://verify-account-login.com,phishing
You have been nominated to receive a reward. Claim here: https://verify-account-login.com,phishing
Security Alert: multiple failed logins. Act now: https://verify-account-login.com,phishing
Your invoice for subscription is ready. Total: $78.21.,safe
You have been chosen to receive a reward. Claim here: http://bit.ly/gEgHYU,phishing
Your invoice for subscription is ready. Total: $16.88.,safe
Your order has been shipped. Track it here: https://tracking.barrett-reynolds.com/track?id=NYoslH,safe
Security Alert: unusual activity detected. Act now: https://verify-account-login.com,phishing
Security Alert: multiple failed logins. Act now: http://bit.ly/KolNDU,phishing
Security Alert: multiple failed logins. Act now: http://secure-update-info.com,phishing
Your delivery has been shipped. Track it here: https://tracking.cook-carr.com/track?id=HcVIXr,safe
Your PayPal account has been flagged. Please verify at https://verify-account-login.com,phishing
"Hi Stephen, your doctor appointment is at 05:24 AM. See you soon!",safe
Your invoice for subscription is ready. Total: $20.52.,safe
Your invoice for order is ready. Total: $16.51.,safe
Your invoice for delivery is ready. Total: $64.84.,safe
Thank you for your payment to Uber.,safe
Reminder: Your appointment is scheduled at 01:14 AM.,safe
Reminder: Your delivery is scheduled at 03:35 AM.,safe
Thank you for your payment to Spotify.,safe
You have been selected to receive a prize. Claim here: https://verify-account-login.com,phishing
Reminder: Your subscription is scheduled at 02:02 AM.,safe
Thank you for your payment to Spotify.,safe
"Dear customer, locked is required to prevent termination. Visit http://bit.ly/mmhKeO",phishing
Your appointment is confirmed for 12:27 AM.,safe
You have been nominated to receive a free iPhone. Claim here: http://bit.ly/CeIxeT,phishing
Thank you for your payment to Amazon.,safe
Your bank account has been flagged. Confirm your identity at http://bit.ly/Wcidvd,phishing
"Hi Robert, your gym session is at 05:58 AM. See you soon!",safe
Thank you for your payment to Spotify.,safe
Reminder: Your appointment is scheduled at 12:03 PM.,safe
"Dear customer, suspended is required to prevent deactivation. Visit http://bit.ly/jyvJoJ",phishing
You have been nominated to receive a prize. Claim here: https://verify-account-login.com,phishing
Your appointment is confirmed for 02:29 PM.,safe
Your appointment is confirmed for 03:33 PM.,safe
Reminder: Your order is scheduled at 02:58 PM.,safe
Security Alert: unusual activity detected. Act now: http://secure-update-info.com,phishing
"Hi Cameron, your doctor appointment is at 07:47 AM. See you soon!",safe
Security Alert: multiple failed logins. Act now: https://verify-account-login.com,phishing
Security Alert: unusual activity detected. Act now: https://verify-account-login.com,phishing
Your appointment is confirmed for 07:22 PM.,safe
"Dear customer, locked is required to prevent termination. Visit http://bit.ly/nSNpQO",phishing
You have been nominated to receive a free iPhone. Claim here: http://bit.ly/TJZYbb,phishing
"Dear customer, temporarily disabled is required to prevent deactivation. Visit http://secure-update-info.com",phishing
Your PayPal account has been flagged. Please verify at http://secure-update-info.com,phishing
Your invoice for subscription is ready. Total: $77.40.,safe
Your invoice for order is ready. Total: $91.37.,safe
Your invoice for appointment is ready. Total: $17.58.,safe
"Dear customer, temporarily disabled is required to prevent termination. Visit http://secure-update-info.com",phishing
You have been selected to receive a $1000 gift card. Claim here: https://verify-account-login.com,phishing
You have been selected to receive a prize. Claim here: http://secure-update-info.com,phishing
Your package has been shipped. Track it here: https://tracking.li.com/track?id=lTIdsu,safe
Your invoice for subscription is ready. Total: $94.75.,safe
Your invoice for order is ready. Total: $49.20.,safe
"Hi Laurie, your doctor appointment is at 09:11 AM. See you soon!",safe
Reminder: Your subscription is scheduled at 01:01 PM.,safe
Your bank account has been flagged. Login to continue at https://verify-account-login.com,phishing
Security Alert: unauthorized login attempt. Act now: http://bit.ly/kVqDPs,phishing
Security Alert: unusual activity detected. Act now: https://verify-account-login.com,phishing
Your delivery is confirmed for 06:03 AM.,safe
You have been nominated to receive a prize. Claim here: http://secure-update-info.com,phishing
Reminder: Your appointment is scheduled at 02:19 PM.,safe
Your invoice for subscription is ready. Total: $34.27.,safe
Thank you for your payment to Netflix.,safe
Your PayPal account has been suspended. Login to continue at http://secure-update-info.com,phishing
Reminder: Your order is scheduled at 11:06 AM.,safe
Thank you for your payment to Amazon.,safe
Reminder: Your delivery is scheduled at 06:45 PM.,safe
Security Alert: unauthorized login attempt. Act now: https://verify-account-login.com,phishing
You have been nominated to receive a prize. Claim here: http://secure-update-info.com,phishing
You have been chosen to receive a reward. Claim here: https://verify-account-login.com,phishing
Your order has been shipped. Track it here: https://tracking.martin.biz/track?id=nSrLcz,safe
"Dear customer, temporarily disabled is required to prevent loss of access. Visit http://bit.ly/XLTKAZ",phishing
Your account has been temporarily disabled. Confirm your identity at http://secure-update-info.com,phishing
You have been chosen to receive a prize. Claim here: http://secure-update-info.com,phishing
You have been chosen to receive a prize. Claim here: http://secure-update-info.com,phishing
Reminder: Your delivery is scheduled at 12:15 AM.,safe
Your bank account has been suspended. Confirm your identity at https://verify-account-login.com,phishing
"Dear customer, temporarily disabled is required to prevent loss of access. Visit http://bit.ly/rfCRrC",phishing
Your order has been shipped. Track it here: https://tracking.romero.com/track?id=CMqbPf,safe
"Hi Juan, your doctor appointment is at 12:31 AM. See you soon!",safe
Your invoice for order is ready. Total: $91.87.,safe
Your Apple ID has been suspended. Login to continue at http://secure-update-info.com,phishing
"Hi Cheryl, your consultation is at 09:12 PM. See you soon!",safe
"Hi Jeffery, your gym session is at 11:45 AM. See you soon!",safe
Security Alert: multiple failed logins. Act now: http://bit.ly/UKgqCb,phishing
Your delivery is confirmed for 02:22 AM.,safe
